time,city,T,P,W_speed,W_chill,Humidity,Visibility,Ppt
2010-03-08T06:00:00,San Francisco,49,1017,13,44,81,10,0.0
2010-03-08T09:00:00,San Francisco,49,1019,12,44,76,10,0.1
2010-03-08T12:00:00,San Francisco,50,1021,15,45,69,2,0.2
2010-03-08T15:00:00,San Francisco,52,1021,17,47,61,10,0.1
2010-03-08T18:00:00,San Francisco,51,1020,17,45,62,10,0.2
2010-03-08T21:00:00,San Francisco,45,1021,11,40,74,10,0.2
2010-03-09T00:00:00,San Francisco,46,1021,15,40,69,10,0.3
2010-03-09T03:00:00,San Francisco,46,1021,16,39,71,10,0.0
2010-03-09T06:00:00,San Francisco,44,1021,10,38,69,10,0.0
2010-03-09T09:00:00,San Francisco,44,1022,11,39,66,10,0.0
2010-03-09T12:00:00,San Francisco,49,1023,14,43,48,10,0.0
2010-03-09T15:00:00,San Francisco,51,1022,16,45,51,10,0.0
2010-03-09T18:00:00,San Francisco,48,1023,19,41,62,10,0.0
2010-03-09T21:00:00,San Francisco,47,1022,12,42,70,10,0.0
2010-03-10T00:00:00,San Francisco,46,1021,9,42,79,10,0.0
2010-03-10T03:00:00,San Francisco,49,1019,15,44,90,7,2.7
2010-03-10T06:00:00,San Francisco,47,1019,16,40,77,9,2.8
2010-03-10T09:00:00,San Francisco,43,1021,12,37,73,10,0.0
2010-03-10T12:00:00,San Francisco,49,1022,10,45,57,10,0.0
2010-03-10T15:00:00,San Francisco,53,1022,10,50,47,10,0.0
2010-03-10T18:00:00,San Francisco,54,1020,10,51,50,10,0.0
2010-03-10T21:00:00,San Francisco,47,1021,10,42,72,10,0.0
2010-03-11T00:00:00,San Francisco,47,1022,7,44,80,10,0.0
2010-03-11T03:00:00,San Francisco,46,1022,5,43,84,10,0.0
2010-03-11T06:00:00,San Francisco,44,1023,3,43,85,10,0.0
2010-03-11T09:00:00,San Francisco,45,1023,2,45,83,10,0.0
2010-03-11T12:00:00,San Francisco,56,1023,2,58,53,10,0.0
2010-03-11T15:00:00,San Francisco,57,1023,6,56,49,10,0.0
2010-03-11T18:00:00,San Francisco,57,1021,6,55,54,10,0.0
2010-03-11T21:00:00,San Francisco,48,1021,5,46,75,10,0.0
2010-03-12T00:00:00,San Francisco,47,1022,5,44,83,10,0.0
2010-03-12T03:00:00,San Francisco,49,1021,7,46,83,10,0.0
2010-03-12T06:00:00,San Francisco,49,1019,8,46,79,10,0.0
2010-03-12T09:00:00,San Francisco,49,1018,11,44,81,2,0.2
2010-03-12T12:00:00,San Francisco,52,1018,15,47,88,9,2.2
2010-03-12T15:00:00,San Francisco,53,1017,18,48,94,7,5.4
2010-03-12T18:00:00,San Francisco,52,1017,15,48,93,5,15.9
2010-03-12T21:00:00,San Francisco,49,1018,13,43,81,9,0.8
2010-03-13T00:00:00,San Francisco,47,1021,9,43,76,9,0.8
2010-03-13T03:00:00,San Francisco,46,1021,9,42,75,10,0.0
2010-03-13T06:00:00,San Francisco,44,1022,9,39,74,10,0.0
2010-03-13T09:00:00,San Francisco,44,1023,9,39,76,10,0.0
2010-03-13T12:00:00,San Francisco,49,1024,9,45,60,10,0.0
2010-03-13T15:00:00,San Francisco,53,1022,8,51,45,10,0.0
2010-03-13T18:00:00,San Francisco,53,1021,13,48,49,10,0.0
2010-03-13T21:00:00,San Francisco,48,1021,12,43,65,10,0.0
2010-03-14T00:00:00,San Francisco,47,1022,11,43,70,10,0.0
2010-03-14T03:00:00,San Francisco,46,1022,9,42,75,10,0.0
2010-03-14T06:00:00,San Francisco,45,1022,6,42,75,10,0.0
2010-03-14T09:00:00,San Francisco,47,1023,6,44,70,10,0.0
2010-03-14T12:00:00,San Francisco,56,1023,4,55,49,10,0.0
2010-03-14T15:00:00,San Francisco,62,1021,2,62,45,10,0.0
2010-03-14T18:00:00,San Francisco,58,1021,10,56,50,10,0.0
2010-03-14T21:00:00,San Francisco,51,1022,8,48,75,10,0.0
2010-03-15T00:00:00,San Francisco,52,1022,6,50,81,10,0.0
2010-03-15T03:00:00,San Francisco,52,1022,3,52,86,10,0.0
2010-03-15T06:00:00,San Francisco,51,1022,4,50,83,10,0.0
2010-03-15T09:00:00,San Francisco,49,1022,6,47,79,10,0.0
2010-03-15T12:00:00,San Francisco,61,1023,6,61,59,10,0.0
2010-03-15T15:00:00,San Francisco,68,1021,4,68,50,10,0.0
2010-03-15T18:00:00,San Francisco,69,1022,2,69,52,10,0.0
2010-03-15T21:00:00,San Francisco,56,1023,4,56,79,10,0.0
2010-03-16T00:00:00,San Francisco,52,1024,2,52,84,10,0.0
2010-03-16T03:00:00,San Francisco,52,1024,1,52,85,10,0.0
2010-03-16T06:00:00,San Francisco,51,1023,2,51,84,10,0.0
2010-03-16T09:00:00,San Francisco,51,1024,2,51,82,10,0.0
2010-03-16T12:00:00,San Francisco,62,1026,4,62,60,10,0.0
2010-03-16T15:00:00,San Francisco,67,1025,4,67,52,10,0.0
2010-03-16T18:00:00,San Francisco,63,1024,11,63,58,10,0.0
2010-03-16T21:00:00,San Francisco,55,1023,8,53,78,10,0.0
2010-03-17T00:00:00,San Francisco,54,1023,6,52,81,10,0.0
2010-03-17T03:00:00,San Francisco,53,1022,7,51,82,10,0.0
2010-03-17T06:00:00,San Francisco,52,1022,6,50,84,10,0.0
2010-03-17T09:00:00,San Francisco,53,1021,7,51,85,10,0.0
2010-03-17T12:00:00,San Francisco,67,1021,5,67,63,10,0.0
2010-03-17T15:00:00,San Francisco,71,1020,7,71,54,10,0.0
2010-03-17T18:00:00,San Francisco,69,1018,11,69,57,10,0.0
2010-03-17T21:00:00,San Francisco,55,1017,10,52,75,10,0.0
2010-03-18T00:00:00,San Francisco,56,1017,6,54,84,10,0.0
2010-03-18T03:00:00,San Francisco,53,1016,5,52,86,10,0.0
2010-03-18T06:00:00,San Francisco,53,1015,5,51,85,10,0.0
2010-03-18T09:00:00,San Francisco,54,1016,6,52,75,10,0.0
2010-03-18T12:00:00,San Francisco,66,1016,7,66,52,10,0.0
2010-03-18T15:00:00,San Francisco,72,1014,7,72,47,10,0.0
2010-03-18T18:00:00,San Francisco,71,1014,11,71,43,10,0.0
2010-03-18T21:00:00,San Francisco,61,1015,9,61,52,10,0.0
2010-03-19T00:00:00,San Francisco,57,1016,9,56,51,10,0.0
2010-03-19T03:00:00,San Francisco,56,1015,8,54,55,10,0.0
2010-03-19T06:00:00,San Francisco,51,1015,9,48,62,10,0.0
2010-03-19T09:00:00,San Francisco,55,1016,6,54,60,10,0.0
2010-03-19T12:00:00,San Francisco,67,1017,6,67,43,10,0.0
2010-03-19T15:00:00,San Francisco,73,1017,3,73,37,10,0.0
2010-03-19T18:00:00,San Francisco,72,1016,6,72,40,10,0.0
2010-03-19T21:00:00,San Francisco,59,1017,6,58,54,10,0.0
2010-03-20T00:00:00,San Francisco,57,1018,1,57,65,10,0.0
2010-03-20T03:00:00,San Francisco,51,1018,4,50,62,10,0.0
2010-03-20T06:00:00,San Francisco,48,1018,2,48,77,10,0.0
2010-03-20T09:00:00,San Francisco,51,1019,2,52,74,10,0.0
2010-03-20T12:00:00,San Francisco,63,1021,4,63,51,10,0.0
2010-03-20T15:00:00,San Francisco,64,1021,7,64,47,10,0.0
2010-03-20T18:00:00,San Francisco,62,1021,7,62,50,10,0.0
2010-03-20T21:00:00,San Francisco,51,1021,4,50,77,10,0.0
2010-03-21T00:00:00,San Francisco,46,1022,1,46,82,10,0.0
2010-03-21T03:00:00,San Francisco,45,1022,2,45,82,10,0.0
2010-03-21T06:00:00,San Francisco,44,1021,3,43,76,10,0.0
2010-03-21T09:00:00,San Francisco,46,1022,2,46,78,10,0.0
2010-03-21T12:00:00,San Francisco,61,1023,3,61,58,10,0.0
2010-03-21T15:00:00,San Francisco,63,1022,8,63,57,10,0.0
2010-03-21T18:00:00,San Francisco,62,1021,9,62,69,10,0.0
2010-03-21T21:00:00,San Francisco,55,1021,9,52,92,10,0.0
2010-03-22T00:00:00,San Francisco,51,1021,9,48,92,10,0.0
2010-03-22T03:00:00,San Francisco,50,1021,7,47,90,10,0.0
2010-03-22T06:00:00,San Francisco,48,1020,9,44,85,10,0.0
2010-03-22T09:00:00,San Francisco,49,1020,8,45,84,10,0.0
2010-03-22T12:00:00,San Francisco,60,1019,8,60,64,10,0.0
2010-03-22T15:00:00,San Francisco,64,1018,11,64,57,10,0.0
2010-03-22T18:00:00,San Francisco,65,1016,12,65,55,10,0.0
2010-03-22T21:00:00,San Francisco,56,1016,11,54,71,10,0.0
2010-03-23T00:00:00,San Francisco,54,1016,10,51,72,10,0.0
2010-03-23T03:00:00,San Francisco,53,1017,7,51,76,10,0.0
2010-03-23T06:00:00,San Francisco,51,1016,6,49,74,10,0.0
2010-03-23T09:00:00,San Francisco,53,1017,7,50,71,10,0.0
2010-03-23T12:00:00,San Francisco,65,1018,4,65,49,10,0.0
2010-03-23T15:00:00,San Francisco,67,1017,7,67,42,10,0.0
2010-03-23T18:00:00,San Francisco,65,1016,9,65,46,10,0.0
2010-03-23T21:00:00,San Francisco,53,1017,7,51,72,10,0.0
2010-03-24T00:00:00,San Francisco,48,1019,4,46,83,10,0.0
2010-03-24T03:00:00,San Francisco,46,1018,4,44,89,10,0.0
2010-03-24T06:00:00,San Francisco,44,1018,3,43,90,10,0.0
2010-03-24T09:00:00,San Francisco,46,1018,2,46,88,10,0.0
2010-03-24T12:00:00,San Francisco,60,1017,5,60,61,10,0.0
2010-03-24T15:00:00,San Francisco,62,1017,10,62,54,10,0.0
2010-03-24T18:00:00,San Francisco,60,1016,12,60,59,10,0.0
2010-03-24T21:00:00,San Francisco,49,1016,13,44,84,10,0.0
2010-03-25T00:00:00,San Francisco,53,1019,7,51,92,5,0.6
2010-03-25T03:00:00,San Francisco,53,1019,7,51,88,10,0.1
2010-03-25T06:00:00,San Francisco,50,1020,6,48,90,9,0.2
2010-03-25T09:00:00,San Francisco,52,1020,4,52,86,10,0.0
2010-03-25T12:00:00,San Francisco,54,1022,6,52,69,10,0.1
2010-03-25T15:00:00,San Francisco,55,1022,13,51,61,10,0.0
2010-03-25T18:00:00,San Francisco,54,1022,16,49,63,10,0.0
2010-03-25T21:00:00,San Francisco,50,1022,10,47,74,10,0.0
2010-03-26T00:00:00,San Francisco,49,1024,9,45,77,10,0.0
2010-03-26T03:00:00,San Francisco,47,1024,9,43,79,10,0.0
2010-03-26T06:00:00,San Francisco,46,1025,9,42,80,10,0.0
2010-03-26T09:00:00,San Francisco,48,1024,7,45,78,10,0.0
2010-03-26T12:00:00,San Francisco,58,1026,6,57,55,10,0.0
2010-03-26T15:00:00,San Francisco,61,1025,7,61,47,10,0.0
2010-03-26T18:00:00,San Francisco,58,1023,9,56,48,10,0.0
2010-03-26T21:00:00,San Francisco,52,1024,8,50,72,10,0.0
2010-03-27T00:00:00,San Francisco,51,1023,6,49,82,10,0.0
2010-03-27T03:00:00,San Francisco,49,1023,4,47,86,10,0.0
2010-03-27T06:00:00,San Francisco,50,1022,4,49,84,10,0.0
2010-03-27T09:00:00,San Francisco,50,1022,6,48,74,10,0.0
2010-03-27T12:00:00,San Francisco,64,1022,4,64,52,10,0.0
2010-03-27T15:00:00,San Francisco,74,1021,2,74,39,10,0.0
2010-03-27T18:00:00,San Francisco,67,1021,7,67,42,10,0.0
2010-03-27T21:00:00,San Francisco,56,1022,6,55,68,10,0.0
2010-03-28T00:00:00,San Francisco,48,1024,3,47,79,10,0.0
2010-03-28T03:00:00,San Francisco,47,1023,2,47,83,10,0.0
2010-03-28T06:00:00,San Francisco,48,1022,1,48,82,10,0.0
2010-03-28T09:00:00,San Francisco,53,1023,3,54,70,10,0.0
2010-03-28T12:00:00,San Francisco,64,1023,3,64,47,10,0.0
2010-03-28T15:00:00,San Francisco,67,1022,7,67,39,10,0.0
2010-03-28T18:00:00,San Francisco,62,1021,8,62,47,10,0.0
2010-03-28T21:00:00,San Francisco,53,1022,4,52,66,10,0.0
2010-03-29T00:00:00,San Francisco,54,1022,4,54,79,10,0.0
2010-03-29T03:00:00,San Francisco,52,1021,5,50,85,10,0.0
2010-03-29T06:00:00,San Francisco,50,1019,6,47,82,10,0.0
2010-03-29T09:00:00,San Francisco,54,1018,8,51,88,2,0.3
2010-03-29T12:00:00,San Francisco,58,1018,9,56,92,2,0.7
2010-03-29T15:00:00,San Francisco,60,1016,11,60,91,2,0.2
2010-03-29T18:00:00,San Francisco,58,1014,13,55,89,2,0.4
2010-03-29T21:00:00,San Francisco,55,1013,12,51,95,9,1.1
2010-03-30T00:00:00,San Francisco,56,1013,13,52,95,9,2.4
2010-03-30T03:00:00,San Francisco,55,1012,14,51,93,5,0.6
2010-03-30T06:00:00,San Francisco,53,1012,15,49,89,10,1.0
2010-03-30T09:00:00,San Francisco,50,1012,14,45,86,10,0.6
2010-03-30T12:00:00,San Francisco,53,1014,16,48,69,9,1.1
2010-03-30T15:00:00,San Francisco,56,1016,15,52,61,9,0.4
2010-03-30T18:00:00,San Francisco,55,1015,13,51,61,9,0.7
2010-03-30T21:00:00,San Francisco,48,1014,9,44,74,10,0.1
2010-03-31T00:00:00,San Francisco,51,1017,7,49,85,9,0.9
2010-03-31T03:00:00,San Francisco,49,1016,8,45,88,9,0.4
2010-03-31T06:00:00,San Francisco,47,1016,8,44,87,10,0.6
2010-03-31T09:00:00,San Francisco,50,1016,7,47,86,7,0.2
2010-03-31T12:00:00,San Francisco,53,1017,10,49,77,8,0.6
2010-03-31T15:00:00,San Francisco,55,1016,14,52,71,8,0.6
2010-03-31T18:00:00,San Francisco,54,1015,15,49,73,7,1.3
2010-03-31T21:00:00,San Francisco,49,1015,10,45,82,10,0.6
2010-04-01T00:00:00,San Francisco,52,1012,4,52,92,9,1.8
2010-04-01T03:00:00,San Francisco,45,1013,8,41,94,10,0.1
2010-04-01T06:00:00,San Francisco,44,1015,5,41,94,10,0.0
2010-04-01T09:00:00,San Francisco,49,1017,2,49,89,10,0.0
2010-04-01T12:00:00,San Francisco,49,1019,5,47,71,10,0.1
2010-04-01T15:00:00,San Francisco,49,1020,11,45,61,10,0.1
2010-04-01T18:00:00,San Francisco,49,1020,14,43,58,10,0.0
2010-04-01T21:00:00,San Francisco,45,1020,10,40,70,10,0.0
2010-04-02T00:00:00,San Francisco,47,1022,7,44,78,10,0.0
2010-04-02T03:00:00,San Francisco,47,1020,6,45,82,10,0.0
2010-04-02T06:00:00,San Francisco,45,1020,4,43,87,10,0.0
2010-04-02T09:00:00,San Francisco,47,1020,8,43,86,2,0.2
2010-04-02T12:00:00,San Francisco,49,1020,15,44,89,9,1.2
2010-04-02T15:00:00,San Francisco,53,1018,16,48,94,7,2.5
2010-04-02T18:00:00,San Francisco,55,1019,13,51,93,7,4.9
2010-04-02T21:00:00,San Francisco,51,1019,12,47,79,10,0.1
2010-04-03T00:00:00,San Francisco,46,1021,8,41,75,10,0.1
2010-04-03T03:00:00,San Francisco,44,1020,6,40,77,10,0.0
2010-04-03T06:00:00,San Francisco,45,1019,6,42,75,10,0.0
2010-04-03T09:00:00,San Francisco,45,1018,6,42,73,10,0.0
2010-04-03T12:00:00,San Francisco,53,1018,7,51,57,10,0.0
2010-04-03T15:00:00,San Francisco,57,1018,9,55,51,10,0.0
2010-04-03T18:00:00,San Francisco,55,1017,12,52,56,10,0.0
2010-04-03T21:00:00,San Francisco,49,1015,5,47,80,10,0.0
2010-04-04T00:00:00,San Francisco,52,1015,4,51,87,10,0.0
2010-04-04T03:00:00,San Francisco,46,1014,5,43,84,10,0.0
2010-04-04T06:00:00,San Francisco,44,1013,6,40,80,10,0.0
2010-04-04T09:00:00,San Francisco,47,1012,11,42,79,10,0.1
2010-04-04T12:00:00,San Francisco,52,1011,17,47,72,2,0.4
2010-04-04T15:00:00,San Francisco,54,1009,22,49,77,9,0.9
2010-04-04T18:00:00,San Francisco,52,1008,20,46,93,5,9.0
2010-04-04T21:00:00,San Francisco,49,1008,10,44,90,8,7.0
2010-04-05T00:00:00,San Francisco,45,1009,6,42,83,6,8.4
2010-04-05T03:00:00,San Francisco,48,1010,7,45,88,9,1.1
2010-04-05T06:00:00,San Francisco,52,1011,4,50,86,9,1.6
2010-04-05T09:00:00,San Francisco,53,1014,3,52,82,10,0.1
2010-04-05T12:00:00,San Francisco,49,1016,4,47,69,10,0.2
2010-04-05T15:00:00,San Francisco,47,1019,9,44,58,10,0.1
2010-04-05T18:00:00,San Francisco,47,1020,10,42,57,10,0.1
2010-04-05T21:00:00,San Francisco,46,1022,8,42,76,10,0.0
2010-04-06T00:00:00,San Francisco,50,1024,6,47,84,10,0.0
2010-04-06T03:00:00,San Francisco,49,1025,6,46,84,10,0.0
2010-04-06T06:00:00,San Francisco,47,1026,7,44,82,10,0.0
2010-04-06T09:00:00,San Francisco,50,1027,6,48,75,10,0.0
2010-04-06T12:00:00,San Francisco,55,1028,7,53,59,10,0.0
2010-04-06T15:00:00,San Francisco,57,1027,8,56,53,10,0.0
2010-04-06T18:00:00,San Francisco,56,1025,11,53,54,10,0.0
2010-04-06T21:00:00,San Francisco,50,1026,10,46,71,10,0.0
2010-04-07T00:00:00,San Francisco,50,1025,8,46,79,10,0.0
2010-04-07T03:00:00,San Francisco,50,1024,7,47,83,10,0.0
2010-04-07T06:00:00,San Francisco,49,1023,6,47,83,10,0.0
2010-04-07T09:00:00,San Francisco,53,1024,6,51,76,10,0.0
2010-04-07T12:00:00,San Francisco,65,1023,5,65,56,10,0.0
2010-04-07T15:00:00,San Francisco,71,1022,6,71,48,10,0.0
2010-04-07T18:00:00,San Francisco,65,1020,11,65,53,10,0.0
2010-04-07T21:00:00,San Francisco,54,1020,9,51,76,10,0.0
2010-04-08T00:00:00,San Francisco,51,1020,8,47,85,10,0.0
2010-04-08T03:00:00,San Francisco,48,1020,10,44,83,10,0.0
2010-04-08T06:00:00,San Francisco,47,1019,9,43,80,10,0.0
2010-04-08T09:00:00,San Francisco,50,1019,10,46,78,10,0.0
2010-04-08T12:00:00,San Francisco,64,1019,11,64,60,10,0.0
2010-04-08T15:00:00,San Francisco,64,1018,14,64,56,10,0.0
2010-04-08T18:00:00,San Francisco,62,1016,15,62,53,10,0.0
2010-04-08T21:00:00,San Francisco,51,1015,7,49,72,10,0.0
2010-04-09T00:00:00,San Francisco,52,1015,4,51,82,10,0.0
2010-04-09T03:00:00,San Francisco,49,1014,5,47,84,10,0.0
2010-04-09T06:00:00,San Francisco,49,1013,8,45,76,10,0.0
2010-04-09T09:00:00,San Francisco,51,1013,7,48,67,10,0.0
2010-04-09T12:00:00,San Francisco,63,1012,6,63,52,10,0.0
2010-04-09T15:00:00,San Francisco,69,1011,6,69,47,10,0.0
2010-04-09T18:00:00,San Francisco,66,1010,10,66,50,10,0.0
2010-04-09T21:00:00,San Francisco,57,1009,6,56,74,10,0.0
2010-04-10T00:00:00,San Francisco,56,1009,3,56,84,10,0.0
2010-04-10T03:00:00,San Francisco,52,1009,6,50,82,10,0.0
2010-04-10T06:00:00,San Francisco,49,1009,7,46,87,10,0.0
2010-04-10T09:00:00,San Francisco,50,1011,10,46,81,10,0.0
2010-04-10T12:00:00,San Francisco,58,1012,12,56,67,10,0.0
2010-04-10T15:00:00,San Francisco,56,1014,16,52,70,10,0.0
2010-04-10T18:00:00,San Francisco,55,1013,13,52,73,10,0.0
2010-04-10T21:00:00,San Francisco,51,1013,9,48,81,10,0.1
2010-04-11T00:00:00,San Francisco,52,1012,12,48,85,10,0.1
2010-04-11T03:00:00,San Francisco,51,1010,14,46,83,10,0.0
2010-04-11T06:00:00,San Francisco,50,1008,17,44,81,10,0.0
2010-04-11T09:00:00,San Francisco,52,1007,20,47,82,2,0.6
2010-04-11T12:00:00,San Francisco,55,1007,22,50,93,5,11.1
2010-04-11T15:00:00,San Francisco,56,1007,13,53,93,5,9.9
2010-04-11T18:00:00,San Francisco,55,1005,16,51,83,6,11.3
2010-04-11T21:00:00,San Francisco,53,1006,17,48,86,10,0.4
2010-04-12T00:00:00,San Francisco,49,1006,15,44,92,10,2.3
2010-04-12T03:00:00,San Francisco,48,1006,18,42,90,10,2.2
2010-04-12T06:00:00,San Francisco,47,1007,18,41,89,7,4.3
2010-04-12T09:00:00,San Francisco,49,1008,11,45,92,10,2.5
2010-04-12T12:00:00,San Francisco,51,1010,11,47,89,7,6.2
2010-04-12T15:00:00,San Francisco,52,1011,10,49,84,10,2.5
2010-04-12T18:00:00,San Francisco,51,1012,9,48,80,7,3.7
2010-04-12T21:00:00,San Francisco,52,1014,8,49,84,10,0.3
2010-04-13T00:00:00,San Francisco,52,1016,6,50,87,10,0.3
2010-04-13T03:00:00,San Francisco,51,1017,5,49,90,10,0.0
2010-04-13T06:00:00,San Francisco,49,1017,4,47,91,10,0.0
2010-04-13T09:00:00,San Francisco,52,1018,5,51,84,10,0.0
2010-04-13T12:00:00,San Francisco,56,1019,7,54,69,10,0.0
2010-04-13T15:00:00,San Francisco,55,1018,8,53,70,10,0.0
2010-04-13T18:00:00,San Francisco,57,1017,8,56,66,10,0.0
2010-04-13T21:00:00,San Francisco,53,1018,7,51,80,10,0.0
2010-04-14T00:00:00,San Francisco,52,1017,5,51,88,10,0.0
2010-04-14T03:00:00,San Francisco,50,1016,5,49,90,10,0.0
2010-04-14T06:00:00,San Francisco,49,1016,5,47,91,10,0.0
2010-04-14T09:00:00,San Francisco,53,1018,5,51,81,10,0.0
2010-04-14T12:00:00,San Francisco,56,1019,7,54,64,10,0.1
2010-04-14T15:00:00,San Francisco,56,1019,11,53,59,10,0.0
2010-04-14T18:00:00,San Francisco,55,1019,10,52,61,10,0.0
2010-04-14T21:00:00,San Francisco,52,1019,7,49,77,10,0.0
2010-04-15T00:00:00,San Francisco,48,1019,4,46,87,10,0.0
2010-04-15T03:00:00,San Francisco,46,1019,3,46,85,10,0.0
2010-04-15T06:00:00,San Francisco,45,1019,4,43,85,10,0.0
2010-04-15T09:00:00,San Francisco,51,1019,3,51,73,10,0.0
2010-04-15T12:00:00,San Francisco,61,1018,3,61,57,10,0.0
2010-04-15T15:00:00,San Francisco,69,1017,2,69,52,10,0.0
2010-04-15T18:00:00,San Francisco,63,1015,8,63,56,10,0.0
2010-04-15T21:00:00,San Francisco,55,1016,7,53,72,10,0.0
2010-04-16T00:00:00,San Francisco,54,1017,3,54,76,10,0.0
2010-04-16T03:00:00,San Francisco,50,1018,4,49,80,10,0.0
2010-04-16T06:00:00,San Francisco,54,1019,3,54,76,10,0.0
2010-04-16T09:00:00,San Francisco,55,1020,4,55,71,10,0.0
2010-04-16T12:00:00,San Francisco,61,1021,5,61,56,10,0.0
2010-04-16T15:00:00,San Francisco,63,1020,7,63,58,10,0.0
2010-04-16T18:00:00,San Francisco,61,1019,8,61,63,10,0.0
2010-04-16T21:00:00,San Francisco,58,1019,5,57,88,10,0.0
2010-04-17T00:00:00,San Francisco,54,1020,2,55,95,2,0.0
2010-04-17T03:00:00,San Francisco,52,1019,0,52,96,10,0.0
2010-04-17T06:00:00,San Francisco,51,1019,3,51,96,2,0.0
2010-04-17T09:00:00,San Francisco,55,1018,4,55,92,10,0.0
2010-04-17T12:00:00,San Francisco,65,1018,6,65,65,10,0.0
2010-04-17T15:00:00,San Francisco,68,1017,8,68,57,10,0.0
2010-04-17T18:00:00,San Francisco,65,1015,11,65,59,10,0.0
2010-04-17T21:00:00,San Francisco,54,1015,9,51,77,10,0.0
2010-04-18T00:00:00,San Francisco,52,1016,6,49,81,10,0.0
2010-04-18T03:00:00,San Francisco,50,1013,4,48,84,10,0.0
2010-04-18T06:00:00,San Francisco,48,1012,4,47,86,10,0.0
2010-04-18T09:00:00,San Francisco,56,1013,4,56,77,10,0.0
2010-04-18T12:00:00,San Francisco,71,1013,3,71,58,10,0.0
2010-04-18T15:00:00,San Francisco,79,1011,3,79,48,10,0.0
2010-04-18T18:00:00,San Francisco,69,1010,10,69,50,10,0.0
2010-04-18T21:00:00,San Francisco,58,1011,6,57,72,10,0.0
2010-04-19T00:00:00,San Francisco,55,1013,4,55,81,10,0.0
2010-04-19T03:00:00,San Francisco,54,1012,2,54,84,10,0.0
2010-04-19T06:00:00,San Francisco,49,1012,1,49,83,10,0.0
2010-04-19T09:00:00,San Francisco,55,1012,7,53,70,10,0.0
2010-04-19T12:00:00,San Francisco,62,1014,9,62,58,10,0.0
2010-04-19T15:00:00,San Francisco,62,1013,12,62,59,10,0.0
2010-04-19T18:00:00,San Francisco,57,1013,9,55,69,10,0.0
2010-04-19T21:00:00,San Francisco,56,1012,8,54,79,10,0.0
2010-04-20T00:00:00,San Francisco,56,1012,12,53,89,2,0.2
2010-04-20T03:00:00,San Francisco,56,1010,8,54,96,7,3.3
2010-04-20T06:00:00,San Francisco,53,1011,12,49,92,5,9.5
2010-04-20T09:00:00,San Francisco,49,1014,9,45,88,9,1.4
2010-04-20T12:00:00,San Francisco,54,1015,14,50,72,9,2.3
2010-04-20T15:00:00,San Francisco,55,1015,16,51,66,9,1.0
2010-04-20T18:00:00,San Francisco,54,1013,16,50,64,9,1.2
2010-04-20T21:00:00,San Francisco,47,1013,11,42,79,9,0.5
2010-04-21T00:00:00,San Francisco,49,1014,15,44,75,9,0.5
2010-04-21T03:00:00,San Francisco,48,1011,15,42,81,5,0.4
2010-04-21T06:00:00,San Francisco,47,1011,16,41,78,5,0.5
2010-04-21T09:00:00,San Francisco,49,1012,18,43,81,5,0.4
2010-04-21T12:00:00,San Francisco,52,1012,19,47,73,9,1.1
2010-04-21T15:00:00,San Francisco,53,1011,20,48,70,2,0.4
2010-04-21T18:00:00,San Francisco,52,1009,21,46,73,2,0.6
2010-04-21T21:00:00,San Francisco,50,1008,18,44,75,9,0.2
2010-04-22T00:00:00,San Francisco,51,1009,16,46,75,9,0.2
2010-04-22T03:00:00,San Francisco,49,1008,11,45,81,10,0.0
2010-04-22T06:00:00,San Francisco,48,1008,10,44,79,10,0.0
2010-04-22T09:00:00,San Francisco,51,1007,10,48,74,10,0.0
2010-04-22T12:00:00,San Francisco,59,1008,8,58,60,10,0.0
2010-04-22T15:00:00,San Francisco,62,1008,7,62,53,10,0.0
2010-04-22T18:00:00,San Francisco,65,1009,7,65,54,10,0.0
2010-04-22T21:00:00,San Francisco,57,1011,7,56,74,10,0.0
2010-04-23T00:00:00,San Francisco,58,1013,4,58,83,10,0.0
2010-04-23T03:00:00,San Francisco,56,1013,1,56,89,10,0.0
2010-04-23T06:00:00,San Francisco,54,1014,1,54,88,10,0.0
2010-04-23T09:00:00,San Francisco,58,1015,4,59,77,10,0.0
2010-04-23T12:00:00,San Francisco,67,1016,2,67,59,10,0.0
2010-04-23T15:00:00,San Francisco,65,1016,9,65,54,10,0.0
2010-04-23T18:00:00,San Francisco,62,1016,13,62,59,10,0.0
2010-04-23T21:00:00,San Francisco,56,1017,7,55,76,10,0.0
2010-04-24T00:00:00,San Francisco,55,1019,5,54,83,10,0.0
2010-04-24T03:00:00,San Francisco,54,1019,6,52,82,10,0.0
2010-04-24T06:00:00,San Francisco,52,1019,6,50,82,10,0.0
2010-04-24T09:00:00,San Francisco,57,1021,4,58,72,10,0.0
2010-04-24T12:00:00,San Francisco,65,1021,7,65,56,10,0.0
2010-04-24T15:00:00,San Francisco,66,1021,9,66,51,10,0.0
2010-04-24T18:00:00,San Francisco,66,1020,11,66,51,10,0.0
2010-04-24T21:00:00,San Francisco,57,1020,9,55,66,10,0.0
2010-04-25T00:00:00,San Francisco,54,1021,6,53,76,10,0.0
2010-04-25T03:00:00,San Francisco,53,1020,8,50,77,10,0.0
2010-04-25T06:00:00,San Francisco,53,1019,5,52,78,10,0.0
2010-04-25T09:00:00,San Francisco,59,1020,4,59,66,10,0.0
2010-04-25T12:00:00,San Francisco,72,1019,5,72,48,10,0.0
