time,entity,current1,current2,current3,pressure1,pressure2,pressure3,rate1,rate2,rate3,temperature1,temperature2,temperature3,torque1,torque2,torque3
1487411104320,machine1,8.8742,,3.7445,-2.7235,6.1013,7.1761,low,low,9.1436,-10.243,10.298,-2.6219,0.92342,2.3933,0.65566
1487411173440,machine1,,2.591,1.4346,-2.1724,6.3853,8.0775,low,low,8.9688,-9.1891,10.293,-2.1955,-0.66863,-0.91444,2.3531
1487411242560,machine1,8.8963,1.6835,1.6181,-1.7233,6.3806,9.0159,low,low,8.8,-10.843,9.907,-1.1629,-2.6483,-1.7992,1.6673
1487411311680,machine1,9.4446,1.0883,4.8712,-1.7614,6.0409,9.0627,low,low,8.4407,-11.341,8.2159,-0.78093,-5.0507,-4.4586,0.58855
1487411380800,machine1,,1.6413,5.4569,-3.0537,5.9168,7.7224,low,low,7.9459,-10.14,7.4449,0.009345,-8.1805,-7.1718,-1.1899
1487411449920,machine1,9.1791,,5.0828,-3.2413,5.4145,6.3435,low,low,8.3834,-10.631,9.9628,0.034254,-10.741,-10.896,-1.0042
1487411519040,machine1,7.9119,1.531,,-2.7478,5.3666,6.6914,low,veryLow,9.1379,-9.4552,8.3727,1.1926,-9.7858,-12.946,-1.2924
1487411588160,machine1,8.3042,-0.47392,,-1.9618,5.4234,7.4595,low,veryLow,8.3712,-5.3381,3.7398,0.99521,-7.9882,-12.578,-2.1575
1487411657280,machine1,8.8047,-2.2236,4.427,-1.5507,5.8149,7.702,low,low,7.9151,-2.247,1.8833,-0.50879,-9.7597,-14.224,-3.1332
1487411726400,machine1,8.4327,-3.1729,5.455,-1.9264,5.5967,7.2248,low,veryLow,8.022,0.7533,-0.65333,-0.86591,-9.6366,-12.569,-2.5887
1487411795520,machine1,7.6231,,4.4271,-2.6139,5.6423,7.335,low,veryLow,7.6831,2.1589,-1.882,0.15406,-8.5123,-11.306,-4.2547
1487411864640,machine1,7.553,-2.8309,3.19,-1.6064,5.5967,7.7031,low,low,7.082,0.85226,-0.32191,0.68883,-8.7058,-11.498,-2.4357
1487411933760,machine1,8.1913,-2.1516,2.4756,-0.68948,5.2171,8.4531,low,veryLow,7.5079,-0.5273,0.68493,0.73505,-9.4983,-10.868,-1.9095
1487412002880,machine1,8.9559,-1.7212,4.4613,-1.4863,5.3004,8.7839,low,veryLow,8.4524,-3.7243,3.0767,-0.32218,-9.9374,-9.554,-1.2111
1487412072000,machine1,,-1.6103,5.6064,-2.1046,5.5905,7.9795,low,low,8.2492,-7.6418,6.5195,-0.51718,-9.8257,-10.093,-1.0015
1487412141120,machine1,8.7784,-1.0485,5.1805,-2.4161,5.4713,7.1022,low,low,8.3427,-10.133,8.4913,-0.92202,-8.1237,-9.1751,-0.91047
1487412210240,machine1,,-0.57461,3.5416,-2.0521,5.5881,6.9931,low,veryLow,8.8241,-11.123,9.736,-0.005395,-6.1446,-8.0775,-1.2476
1487412279360,machine1,,-0.22163,4.364,-1.7973,6.1724,7.4834,low,low,9.0588,-12.107,12.467,0.65464,-5.9127,-8.7391,-0.36393
1487412348480,machine1,,0.76908,4.6993,-2.056,6.0121,7.5467,low,low,9.3038,-12.017,13.409,-0.26744,-4.647,-4.713,0.18379
1487412417600,machine1,,1.4619,5.0787,-2.3715,6.0753,7.0371,low,low,8.8894,-10.162,11.325,-0.70059,-1.5216,0.16858,1.4003
1487412486720,machine1,,,3.8588,-2.5182,6.1669,7.1387,low,low,8.5881,-9.6322,9.6282,-1.4984,1.4038,2.7859,0.98608
1487412555840,machine1,8.6038,1.7415,2.5041,-2.1157,6.3878,7.5602,low,low,8.2062,-10.226,11.474,-2.3527,1.5152,2.1725,1.0685
1487412624960,machine1,8.662,1.1506,1.971,-2.1799,6.6391,8.2317,low,low,8.7195,-10.959,11.725,-1.8875,-0.19726,-0.8845,1.7037
1487412694080,machine1,9.1791,,3.6304,-2.3594,6.3503,7.8064,low,low,8.5086,-11.174,10.102,-1.5749,-2.3945,-2.233,1.4687
1487412763200,machine1,9.7634,,5.6424,-2.8602,6.2653,7.3607,low,low,8.6699,-11.299,8.6893,-0.96067,-6.4177,-6.017,-0.52201
1487412832320,machine1,9.3899,0.87871,5.5259,-2.6575,5.6948,7.4954,low,low,8.9784,-10.456,7.5357,-0.49979,-12.568,-11.573,0.62912
1487412901440,machine1,8.9209,0.20672,4.0707,-2.1433,5.8443,7.645,low,low,8.9299,-7.9309,7.6869,-0.16411,-9.9456,-10.093,-0.98855
1487412970560,machine1,8.4261,-0.44129,,-1.6813,5.2911,7.728,low,low,8.8262,-5.7394,5.6039,-0.37292,-8.4589,-12.009,-1.7904
1487413039680,machine1,,-1.3954,,-1.2662,5.4275,7.5902,low,low,8.1942,-4.4041,4.4992,-0.3824,-10.562,-11.509,-1.0476
1487413108800,machine1,,-2.0554,4.059,-1.2875,5.5644,7.8532,low,veryLow,8.0474,-3.0027,2.2319,-0.29176,-9.9371,-13.646,-1.5658
1487413177920,machine1,,-2.1482,5.1621,-1.1814,5.643,8.1409,low,low,7.5978,-0.37787,0.25451,-0.22186,-8.0198,-12.917,-3.2347
1487413247040,machine1,,-1.5224,4.2486,-1.1231,5.3198,7.7899,low,veryLow,7.8618,2.8474,-1.7479,1.0231,-9.1845,-10.799,-3.0096
1487413316160,machine1,,-1.5474,3.0623,-1.7341,5.1399,7.8971,low,veryLow,8.8418,1.7966,-0.74743,1.1134,-8.6474,-11.477,-4.1828
1487413385280,machine1,8.7455,-2.6343,3.5137,-2.1314,5.1555,7.7027,low,low,8.2048,-2.514,3.2148,0.077138,-8.0438,-9.677,-2.7333
1487413454400,machine1,9.2094,-2.0025,3.8944,-2.1967,5.6167,7.5951,low,veryLow,8.4831,-4.1673,4.9203,-0.40812,-9.6602,-9.2846,-1.7137
1487413523520,machine1,,-0.83311,4.6165,-2.1322,5.6881,7.8583,low,low,8.5063,-7.0852,5.7123,-0.67769,-9.7355,-9.9443,-0.95472
1487413592640,machine1,,-0.53986,5.6767,-1.8961,5.3846,7.9507,low,veryLow,8.7722,-8.8875,7.6765,-0.40091,-8.4327,-10.355,-0.73957
1487413661760,machine1,,,4.4004,-1.8771,5.1751,7.6582,low,low,8.6516,-11.14,9.9618,-0.19355,-6.5352,-8.6883,-1.2409
1487413730880,machine1,8.7245,-0.18567,4.4098,-2.0847,5.5304,7.3961,low,veryLow,8.8988,-12.781,11.168,0.37241,-6.3459,-7.9152,-0.40638
1487413800000,machine1,9.3151,-2.1337,3.0746,-2.3092,5.1205,7.3837,low,veryLow,8.686,-5.393,7.3635,-1.2904,-8.6851,-8.3213,-1.1537
1487413869120,machine1,8.8749,-1.5427,4.3881,-2.1635,5.2694,7.1762,low,veryLow,8.7655,-7.5873,7.151,-0.97415,-8.3872,-9.3688,-1.0693
1487413938240,machine1,,-1.0139,,-1.7363,5.5938,7.7587,low,veryLow,8.8167,-9.2183,7.6472,-1.0075,-7.1268,-8.5098,-0.59744
1487414007360,machine1,8.4327,-0.47961,4.332,-1.6674,6.0983,8.2038,low,veryLow,8.5316,-9.1001,7.8951,-1.0054,-5.5092,-8.8169,-0.39911
1487414076480,machine1,,0.13633,4.8255,-1.7216,5.6735,7.8126,low,veryLow,8.5334,-9.4219,9.4463,-0.9985,-4.738,-9.1352,-0.1404
1487414145600,machine1,8.2041,0.63655,5.4118,-2.3462,5.6749,7.0652,low,low,8.1762,-9.9164,9.8633,-0.73879,-4.1211,-7.6144,-0.058644
1487414214720,machine1,8.6453,,,-2.6714,5.9772,6.7292,low,low,8.4688,-10.182,10.463,-1.0149,-2.7294,-4.2755,0.30259
1487414283840,machine1,,,5.1053,-2.6768,6.4804,6.9526,low,veryLow,8.8865,-10.445,10.949,-0.88565,-1.3779,-2.4746,0.47222
1487414352960,machine1,,,4.6786,-2.5388,6.6314,7.3017,low,low,8.4671,-8.8549,9.4054,-1.4297,0.19642,-1.8552,0.68726
1487414422080,machine1,,,3.7621,-2.7241,6.5968,7.4413,low,veryLow,9.0063,-8.8797,8.3113,-1.6767,0.60046,-2.5772,1.5289
1487414491200,machine1,8.7716,1.6461,,-2.7288,6.5071,7.4409,low,low,8.0589,-9.7481,8.5045,-2.0695,0.31371,-3.891,1.64
1487414560320,machine1,,2.0448,,-2.4687,6.5714,7.6664,low,low,8.3515,-9.4277,8.8118,-1.7107,-1.742,-5.5681,1.1824
1487414629440,machine1,,,4.1303,-2.4244,6.344,7.5587,low,low,8.6392,-9.9685,8.066,-1.4432,-3.0034,-6.8589,0.29099
1487414698560,machine1,,2.4515,,-2.634,6.201,7.0658,low,veryLow,8.9677,-10.861,7.6845,-0.7404,-4.9523,-7.8371,0.6439
1487414767680,machine1,,,4.2729,-2.9258,6.1583,6.8888,low,low,9.1927,-9.7614,7.6411,-0.072992,-6.3162,-7.0915,-1.3942
1487414836800,machine1,,2.3232,,-3.1204,5.7219,6.8954,low,low,9.1378,-8.2595,7.6461,0.15226,-7.7647,-8.3069,-2.2438
1487414905920,machine1,8.7734,0.81325,,-2.9088,6.2955,7.5798,low,veryLow,7.8884,-7.5142,7.9047,0.016891,-8.2405,-10.515,-2.4072
1487414975040,machine1,,0.26701,,-2.6024,6.0261,8.1248,low,low,7.755,-6.528,7.9675,0.26173,-7.8056,-10.632,-1.6829
1487415044160,machine1,,-0.29813,,-1.9417,6.4127,8.3591,low,low,7.6567,-4.547,6.1908,0.1534,-7.6841,-9.8642,-1.3501
1487415113280,machine1,8.6325,-0.79969,4.3165,-0.73504,5.7619,8.5433,low,low,7.6332,-2.161,4.0265,-0.14895,-8.7328,-9.8594,-1.3081
1487415182400,machine1,8.2279,,5.4258,-1.0132,4.8837,8.1585,low,low,8.2282,-0.76797,3.2378,-0.33018,-9.3469,-9.8494,-1.2288
1487415251520,machine1,,-1.2886,5.3242,-1.4784,5.0491,7.5877,low,veryLow,8.4337,0.055761,2.9847,-0.005734,-9.0612,-9.5919,-0.47616
1487415320640,machine1,,,3.3154,-1.7211,4.6823,7.2394,low,veryLow,8.6326,0.34621,3.3738,0.49488,-8.493,-9.936,-1.0801
1487415389760,machine1,8.2152,,3.415,-1.2468,4.9873,7.3167,low,veryLow,8.484,0.33998,3.2675,0.79499,-8.9738,-10.079,-2.3437
1487415458880,machine1,8.9298,,4.123,-0.99342,5.4399,7.9667,low,veryLow,8.4652,-1.9098,5.0653,0.98792,-8.7538,-8.7068,-1.903
1487415528000,machine1,,-1.6851,4.7752,-1.2943,5.8553,8.2973,low,veryLow,8.4085,-3.0063,5.9854,0.51471,-8.1988,-8.4264,-1.6687
1487415597120,machine1,,,4.3921,-1.6866,5.7402,8.0465,low,veryLow,8.2339,-4.038,5.9234,0.01386,-7.7709,-7.8158,-1.6897
1487415666240,machine1,9.2105,,3.2531,-2.1507,6.3866,8.7368,low,veryLow,8.6058,-5.954,6.6063,-0.10041,-7.728,-9.0709,-1.7073
1487415735360,machine1,,-2.0976,4.8071,-2.6214,6.7236,8.7573,low,veryLow,8.162,-7.8839,7.1385,-0.049727,-7.5259,-9.1466,-1.6817
1487415804480,machine1,8.9739,-0.68706,,-1.943,5.6815,8.1589,low,veryLow,8.3308,-9.4826,8.5576,-0.17343,-7.1897,-9.7916,-1.4163
1487415873600,machine1,8.2195,0.35783,4.679,-1.7041,4.5827,7.7689,low,veryLow,8.6371,-8.5007,7.2997,-1.5479,-6.6361,-10.498,-0.94564
1487415942720,machine1,,0.85059,4.5522,-1.4448,4.5952,7.1632,low,low,8.3707,-9.5596,9.6894,-1.8719,-5.3299,-8.9815,-0.57582
1487416011840,machine1,,,5.9356,-1.5584,5.2761,6.7525,low,low,8.6762,-9.8894,9.7941,-2.1187,-3.8569,-6.3527,-0.18525
1487416080960,machine1,,,,-1.8029,5.2179,6.7702,low,low,8.3829,-9.2679,10.833,-2.3625,-2.3624,-4.247,0.20427
1487416150080,machine1,,1.0802,5.8615,-1.9145,5.6739,6.723,low,low,8.5604,-9.5894,10.936,-2.2565,-1.3336,-2.9685,0.64346
1487416219200,machine1,,,5.2333,-2.191,5.6836,6.7456,low,low,9.0288,-9.1543,9.3978,-1.6984,-0.77976,-3.3301,0.78632
1487416288320,machine1,8.4904,,4.1159,-2.368,5.1855,7.447,low,low,8.2563,-8.6964,7.8442,-0.98969,-0.33064,-3.8724,1.4424
1487416357440,machine1,,1.0014,,-1.9925,6.2573,8.4091,low,veryLow,7.9119,-9.3973,7.7054,-0.75602,-0.31672,-4.5976,1.6125
1487416426560,machine1,8.5383,1.3648,4.1732,-1.3366,6.479,9.1699,low,veryLow,8.3959,-9.5012,7.726,-0.39799,-1.1938,-5.0348,1.7459
1487416495680,machine1,9.0329,1.8286,,-1.3778,6.8788,10.192,low,low,8.1665,-9.7572,8.1225,-0.39606,-2.4762,-5.6694,1.2444
1487416564800,machine1,,,4.5343,-1.8146,5.4692,8.9242,low,low,8.259,-10.069,7.7015,-0.46189,-3.7372,-6.6611,0.26418
1487416633920,machine1,,1.8463,,-3.3084,4.2758,6.6203,low,low,9.1787,-9.9199,7.6434,-0.76645,-5.4629,-8.1156,-0.2022
1487416703040,machine1,9.0905,,4.5078,-3.075,6.8233,6.7549,low,low,9.1226,-9.3885,8.1474,-2.422,-7.0966,-8.2403,-0.81286
1487416772160,machine1,8.7908,,,-2.8007,5.6715,7.2568,low,veryLow,8.8435,-9.017,8.5685,-2.34,-7.3685,-8.7418,-2.298
1487416841280,machine1,8.4588,,4.1836,-2.8178,5.1103,7.502,low,low,8.4182,-7.127,7.9678,-0.38056,-6.9819,-10.003,-3.2362
1487416910400,machine1,,1.0996,4.8539,-2.501,5.5663,7.4574,low,low,8.1335,-5.1959,6.2758,0.74051,-7.1485,-10.724,-3.8834
1487416979520,machine1,,-0.18,4.0112,-1.8341,5.6542,7.807,low,low,8.4028,-3.5256,5.6055,1.195,-7.2998,-11.891,-3.3214
1487417048640,machine1,8.2487,-1.4939,4.5478,-1.4697,4.9216,7.8594,low,veryLow,8.0956,-1.6596,4.5023,1.3537,-7.5586,-10.218,-2.7385
1487417117760,machine1,,-1.9973,3.9348,-1.4014,4.7866,7.7036,low,low,7.5066,-1.1248,3.694,1.4404,-8.7616,-8.751,-2.0825
1487417186880,machine1,,-1.2304,5.2512,-1.6535,5.4888,8.8672,low,veryLow,7.6137,-0.89826,3.2744,1.5654,-8.9413,-9.382,-0.83216
1487417256000,machine1,,,,-1.6423,4.8732,8.8062,low,veryLow,8.337,-1.3178,3.6763,1.9167,-8.521,-8.921,-0.77899
1487417325120,machine1,,,4.8046,-2.298,4.8423,8.2236,low,veryLow,8.8018,-1.7475,4.5881,2.2822,-8.6535,-7.3803,-1.1207
1487417394240,machine1,,,3.4289,-6.2145,8.5792,12.577,low,veryLow,8.6979,-2.2608,5.1454,1.2284,-8.8042,-7.9776,-1.0203
1487417463360,machine1,8.4226,,2.9511,-8.9695,2.3167,9.7119,low,veryLow,8.8909,-2.0556,5.3167,-0.09571,-8.7302,-8.5763,-0.81148
1487417532480,machine1,9.9744,-1.5157,2.7856,-4.547,4.5553,7.4745,low,veryLow,10.781,-2.6586,6.1489,-0.58142,-8.2132,-8.3685,-1.1234
1487417601600,machine1,9.9773,-0.14307,4.1076,1.4985,4.1495,4.0685,low,veryLow,9.6097,-4.5843,7.378,-0.38885,-8.5661,-8.8751,-1.0411
1487417670720,machine1,9.1102,-2.1206,7.6245,7.3506,1.5441,9.1329,low,low,6.8279,-7.3557,8.0064,0.95034,-8.2225,-9.4443,-1.0742
1487417739840,machine1,8.3842,-2.4756,5.2144,2.5531,1.6904,4.1731,low,low,6.9554,-7.728,6.3251,0.89967,-7.8655,-10.97,-1.0424
1487417808960,machine1,8.0309,-2.8186,2.7475,0.38915,5.7528,6.9076,low,low,7.7919,-8.8587,8.152,0.58235,-6.3289,-10.47,-0.83578
1487417878080,machine1,6.8164,-1.5317,2.0006,-3.3256,4.0965,9.0353,low,low,7.9486,-9.0342,9.7463,-0.6309,-5.2994,-8.5852,-0.72366
1487417947200,machine1,6.5541,0.12274,5.6501,-1.4113,2.1064,10.858,low,veryLow,9.2431,-9.166,9.4143,-0.25804,-4.4415,-6.2812,-0.62824
1487418016320,machine1,8.2482,1.1206,6.5125,-0.90914,3.8114,7.7754,low,veryLow,11.681,-9.3165,9.4453,-0.65125,-2.9105,-4.6829,-0.45612
1487418085440,machine1,9.5595,1.2567,,-0.61103,3.8344,7.0434,low,low,10.477,-10.004,9.2351,-1.2651,-1.8006,-4.0542,-0.14431
1487418154560,machine1,8.5433,0.28243,6.1885,-1.0243,4.8655,10.356,low,low,8.9334,-9.8672,8.2358,-2.4917,-0.9457,-3.776,0.34901
1487418223680,machine1,6.886,0.10448,3.9813,-1.4048,5.5731,9.9385,low,low,8.5537,-8.8524,8.8362,-1.6317,-0.59445,-4.4212,0.65951
1487418292800,machine1,8.3381,1.1474,3.3128,-0.76556,4.1477,8.4242,low,low,6.6089,-9.0474,8.9705,-1.6507,-0.33129,-4.0052,0.97138
1487418361920,machine1,8.4302,1.7714,6.4211,-0.72727,4.8743,8.0827,low,low,6.0922,-9.1942,8.4079,-1.7731,-1.5306,-4.7935,1.5616
1487418431040,machine1,10.035,2.5248,3.7524,-1.6044,5.9363,8.5828,med,low,10.274,-9.5022,8.8111,-1.6222,-1.7185,-5.3465,1.8707
1487418500160,machine1,10.676,,,-1.4795,5.7494,9.1052,low,veryLow,9.2585,-9.5002,7.2636,-1.0277,-1.6227,-5.9723,1.273
1487418569280,machine1,10.196,,4.1242,-1.1372,6.5164,8.9237,low,low,10.473,-9.6354,7.5022,-0.82061,-2.1641,-6.6536,0.27584
1487418638400,machine1,9.2561,2.091,4.5046,-1.4458,6.3717,8.7753,low,low,10.368,-9.1435,7.9593,-0.24099,-4.5825,-9.1287,-2.1922
1487418707520,machine1,7.8767,1.1375,3.0257,-1.2104,5.3322,8.1523,low,low,9.3007,-8.8193,7.4128,-0.18137,-10.414,-12.216,-0.13254
1487418776640,machine1,,-0.14204,2.6141,-0.59042,5.1289,7.5816,low,low,9.0133,-8.2017,8.1402,0.43049,-9.14,-6.6428,-2.0459
1487418845760,machine1,,0.51742,6.4377,-0.82412,4.1922,7.2527,low,low,9.9941,-7.5164,8.6962,0.84132,-6.3486,-7.4579,-3.383
1487418914880,machine1,,-0.61241,6.7461,-1.6301,3.6017,8.5307,low,low,9.7066,-6.4881,7.6512,0.62302,-9.0461,-8.9755,-1.5799
1487418984000,machine1,,-1.6004,5.5461,-0.45472,6.4364,9.3917,low,low,9.0789,-4.7776,4.5997,0.21052,-10.188,-11.23,-0.52949
1487419053120,machine1,,,5.5517,0.67642,5.4162,8.7767,low,low,8.6805,-2.2487,2.278,0.008758,-9.0347,-11.834,-0.22775
1487419122240,machine1,7.8107,-1.4435,3.9111,1.1596,4.8284,7.992,low,low,8.6258,-0.19332,2.0239,-0.054712,-8.7986,-9.1284,-0.91872
1487419191360,machine1,7.7208,-1.076,4.8156,2.1512,3.8806,7.4372,low,low,8.6991,0.44285,3.5162,0.61671,-9.4192,-8.3179,-1.1661
1487419260480,machine1,8.3344,-2.089,,2.4839,2.7892,8.4963,low,low,9.2185,0.40708,4.656,0.62976,-8.0148,-9.6856,-2.8494
1487419329600,machine1,8.472,-2.8761,5.1378,2.8506,3.7368,9.0424,low,low,9.4345,-1.0638,6.0147,0.73378,-7.8462,-7.9793,-1.8259
1487419398720,machine1,7.8266,-3.4811,5.8452,2.1157,4.1709,8.5587,low,low,9.5736,-1.9607,5.975,0.42319,-8.0399,-7.922,-0.84288
1487419467840,machine1,,-3.1535,,0.60529,4.8962,9.0023,low,low,9.0678,-2.5127,5.5553,-0.18769,-7.7422,-8.8183,-1.296
1487419536960,machine1,,-1.5089,6.2132,-0.29336,3.9635,8.8735,low,low,8.5532,-3.9083,6.4081,-0.97446,-8.3425,-9.2852,-1.5539
1487419606080,machine1,7.9379,-1.6175,,0.57814,3.8255,8.8223,low,low,8.6724,-5.7649,7.0471,-1.3126,-8.3337,-8.8168,-0.91749
1487419675200,machine1,,-2.3429,6.4496,0.89579,4.31,8.4012,low,low,9.0556,-7.6808,7.804,-1.1868,-8.0875,-9.28,-1.2433
1487419744320,machine1,,,4.4782,0.5505,4.1436,8.2379,low,low,9.2744,-8.465,7.9568,-0.79759,-7.563,-9.4936,-0.6747
1487419813440,machine1,7.4168,-2.1862,5.1642,0.92653,4.2993,8.1194,low,low,9.5183,-7.5289,6.9679,-1.9782,-6.2205,-8.8599,0.022058
1487419882560,machine1,7.4511,-0.60542,6.249,0.58459,4.3402,7.7043,low,low,8.8591,-9.5136,9.8806,-0.91078,-5.6424,-8.4618,0.77998
1487419951680,machine1,7.9693,1.8284,6.0748,0.34301,5.2961,8.5554,low,low,8.2573,-10.588,9.8304,-0.68473,-3.0926,-6.7182,0.76799
1487420020800,machine1,,2.577,5.4549,0.56358,5.2456,7.9708,low,low,8.289,-9.274,9.7914,-0.87586,-1.2905,-4.0293,0.61145
1487420089920,machine1,,1.8686,5.4997,-0.83433,4.8276,8.2106,low,low,8.7358,-8.9881,9.3654,-0.95969,-0.31481,-2.996,0.75025
1487420159040,machine1,7.9089,1.0407,4.9278,-0.024262,6.3028,7.972,low,low,9.1202,-9.273,8.4389,-0.27413,-0.015362,-3.29,1.0982
1487420228160,machine1,8.4304,,,-0.77951,4.3124,7.4771,low,low,9.0345,-9.0878,8.5315,-0.72069,-0.46653,-4.3037,1.0729
1487420297280,machine1,9.1384,,5.2289,-0.4691,6.9641,8.5896,low,low,9.406,-9.5054,8.2612,-1.0439,-0.76785,-5.3634,1.1695
1487420366400,machine1,8.1658,0.62048,5.77,-0.83731,5.9687,8.8696,low,low,9.3858,-10.421,8.9034,-1.2431,-2.0717,-5.5508,0.96021
1487420435520,machine1,,-1.148,3.7651,-1.212,5.2103,8.2854,low,low,9.1739,-9.4844,8.3009,-1.5687,-2.8666,-5.8446,0.57993
1487420504640,machine1,8.623,0.15035,3.8456,-0.89322,5.4784,8.0018,low,low,9.4739,-9.635,7.1522,-1.4205,-3.5566,-5.8682,-0.2984
1487420573760,machine1,9.0901,1.8903,5.0094,-1.3872,5.2121,7.9344,low,low,8.6103,-9.5427,6.9843,-0.63811,-4.7875,-6.7853,-1.2779
1487420642880,machine1,,2.8467,4.2642,-1.669,5.894,8.3149,low,low,8.3143,-9.4549,7.5675,-0.12678,-6.2599,-8.6417,-2.5031
1487420712000,machine1,9.1971,2.5777,5.1788,-1.3735,5.9117,8.1612,low,low,9.2413,-9.3233,8.1676,-0.004737,-7.2825,-10.892,-2.6385
1487420781120,machine1,,1.8574,4.6783,-1.1376,5.4991,8.7246,low,low,9.313,-8.4534,7.719,0.47841,-6.3397,-11.194,-3.1613
1487420850240,machine1,,0.69344,,0.12177,5.9956,8.7978,low,low,9.2731,-6.2354,6.5414,0.80937,-6.7278,-10.867,-2.2033
1487420919360,machine1,8.3971,0.32488,5.1208,0.21983,5.2705,8.3333,low,low,8.9209,-3.9108,4.9889,1.2179,-7.7806,-9.6264,-0.85056
1487420988480,machine1,7.3046,-0.27664,5.8323,-0.004263,4.0297,7.7455,low,low,8.4311,-1.827,3.565,1.1488,-9.2328,-9.2024,-0.53777
1487421057600,machine1,,-1.2096,4.6445,-0.05948,3.98,7.9855,low,low,8.4548,-1.1094,3.3812,0.93831,-10.065,-9.5267,-0.67224
1487421126720,machine1,7.4603,-2.6591,,0.78387,3.4629,8.6056,low,low,9.4495,-0.57972,3.6519,1.2638,-8.8945,-8.4796,-0.47781
1487421195840,machine1,8.4281,,4.7794,1.9237,4.1523,8.8928,low,low,8.9788,-0.51641,4.4022,1.2567,-8.7763,-9.0902,-1.1872
1487421264960,machine1,8.9993,-2.3417,3.8323,2.1964,4.2942,8.6229,low,low,8.985,-0.65322,4.7774,1.081,-8.4912,-8.4092,-1.9201
1487421334080,machine1,8.2237,,,1.6906,4.9872,8.7105,low,low,8.6474,-1.7342,5.5108,0.42824,-8.145,-7.7703,-1.3597
1487421403200,machine1,8.4923,,,0.87247,5.9571,9.2178,low,low,9.2205,-2.2587,5.3483,-0.65505,-7.4449,-9.9686,-1.7199
1487421472320,machine1,9.4291,,4.4535,-1.1465,4.7071,9.0417,low,veryLow,9.9198,-3.4021,6.8442,-0.75468,-8.1255,-9.3531,-1.655
1487421541440,machine1,,,,-2.553,3.8154,7.9986,low,veryLow,9.6485,-4.777,6.7355,-1.1798,-8.6717,-8.8113,-2.0513
1487421610560,machine1,9.0459,,4.8728,-1.8407,4.5352,8.5263,low,low,9.1976,-5.5891,7.485,-1.8347,-8.1701,-9.4066,-1.2376
1487421679680,machine1,8.6098,-2.5771,4.2008,-0.81845,5.0888,9.3226,low,low,8.706,-7.0347,7.9471,-2.5245,-7.6526,-9.284,-0.69059
1487421748800,machine1,8.1852,-2.4705,4.3176,-0.61132,5.0126,9.0367,low,low,8.1499,-8.5979,8.6208,-1.8814,-6.7381,-9.1856,-0.13698
1487421817920,machine1,,-1.5006,5.0752,-0.62212,4.3487,8.9413,low,low,8.0024,-9.1271,9.737,-2.0883,-5.7776,-8.3994,0.19514
1487421887040,machine1,,-0.84325,5.661,-1.494,4.4234,7.5996,low,low,8.7495,-9.033,10.56,-1.5171,-4.2923,-7.3171,0.59669
1487421956160,machine1,,-0.11749,,-1.7564,4.6687,7.0256,low,low,9.1686,-8.8949,9.8854,-1.4836,-2.9328,-5.3528,1.0284
1487422025280,machine1,,0.39988,,-1.8021,5.1346,6.9351,low,low,9.2892,-9.2132,9.2993,-1.5269,-1.6783,-3.5376,1.5027
1487422094400,machine1,,,5.2471,-1.5412,5.4711,7.5312,low,low,8.9376,-9.3107,9.1882,-1.9489,-0.86885,-3.1975,1.4277
1487422163520,machine1,8.0699,,4.9173,-1.374,5.9268,8.0495,low,low,8.6816,-9.4826,7.9708,-1.5233,-0.61447,-3.4456,1.5508
1487422232640,machine1,,0.43159,4.6653,-1.4082,6.0306,8.1421,low,low,8.7624,-9.1913,8.0833,-1.255,-0.75049,-4.3652,1.9495
1487422301760,machine1,8.5306,1.2173,3.9712,-1.7312,6.1441,8.2306,low,low,9.0596,-9.7316,8.6503,-1.0489,-1.2226,-4.52,1.971
1487422370880,machine1,8.8518,,3.8998,-1.8383,5.6287,8.021,low,low,8.9565,-9.7285,8.1991,-0.74821,-1.8237,-5.1115,1.0478
1487422440000,machine1,6.8286,,2.994,4.5358,5.5287,5.5548,med,low,4.1954,-9.451,-1.5645,-0.27818,-9.3249,3.9887,-0.31013
1487422509120,machine1,6.2908,,,5.5455,5.9358,5.5677,med,low,4.6946,-9.1337,0.29188,-0.97152,-7.3475,4.2196,-0.63464
1487422578240,machine1,7.3117,1.1014,,4.4863,5.8,5.5994,med,low,4.7992,-9.8179,-0.11707,-0.66223,-5.5876,4.2876,-1.0678
1487422647360,machine1,8.3165,0.64997,,4.8073,6.2343,6.0165,med,veryLow,4.9025,-10.461,-0.16337,-0.96017,-5.8282,3.4505,-0.59611
1487422716480,machine1,8.7396,0.38658,2.7553,5.1455,5.6362,6.3439,med,veryLow,5.3943,-10.211,2.0287,-1.2876,-5.8246,-5.1063,2.7273
1487422785600,machine1,9.13,-0.16072,3.6126,3.521,6.3081,6.32,med,veryLow,5.5316,-11.129,2.5432,0.32882,-14.6,-11.32,1.3223
1487422854720,machine1,12.184,,,3.961,6.91,6.6368,med,veryLow,6.1895,-11.58,2.8434,-0.15319,-11.013,-7.1978,1.1401
1487422923840,machine1,14.819,0.3137,3.2261,3.5467,6.8933,7.091,low,veryLow,6.349,-12.293,2.951,-1.4505,-9.1059,-2.6753,-2.4159
1487422992960,machine1,13.765,2.1939,1.9771,3.9909,7.0687,6.8977,med,veryLow,6.8292,-13.452,6.9051,0.51748,-12.978,-3.1299,6.7499
